video_id,comment_text,text_cleaned,text_removal,text_normalized,text_manual_replaced,text_tokenize
video3,Dok... Kl.anak saya dikasih madu curcuma boleh ga? Terima kasih sblmnya dokter😊,dok kl anak saya dikasih madu curcuma boleh ga terima kasih sblmnya dokter,dok kl anak kasih madu curcuma ga terima kasih sblmnya dokter,dok kalo anak kasih madu curcuma enggak terima kasih sebelumnya dokter,dok kalo anak kasih madu curcuma enggak terima kasih sebelumnya dokter,"['dok', 'kalo', 'anak', 'kasih', 'madu', 'curcuma', 'enggak', 'terima', 'kasih', 'sebelumnya', 'dokter']"
video3,"Assalamualikum.bu ibu.bila anak kecil demam cukup ambil (daun kelor, bawang merah satu siung, dan asam jawa.aduk jadi satu.lalu + air sedikit saja.)adukk sampai rata.setelah itu balur pada anak yang sedang demam.dengan ijin Allah.insa Allah demam anak turun.semoga bermanfaat.wr.wb.",assalamualikum bu ibu bila anak kecil demam cukup ambil daun kelor bawang merah satu siung dan asam jawa aduk jadi satu lalu air sedikit saja adukk sampai rata setelah itu balur pada anak yang sedang demam dengan ijin allah insa allah demam anak turun semoga bermanfaat wr wb,assalamualikum bu ibu bila anak kecil demam cukup ambil daun kelor bawang merah satu siung asam jawa aduk jadi satu lalu air sedikit adukk rata itu balur anak sedang demam ijin allah insa allah demam anak turun moga manfaat wr wb,assalamualikum bu ibu bila anak kecil demam cukup ambil daun kelor bawang merah satu siung asam jawa aduk jadi satu lalu air sedikit adukk rata itu balur anak sedang demam ijin allah insa allah demam anak turun moga manfaat wr wb,assalamualikum bu ibu bila anak kecil demam cukup ambil daun kelor bawang merah satu siung asam jawa aduk jadi satu lalu air sedikit adukk rata itu balur anak sedang demam ijin allah insa allah demam anak turun semoga manfaat wr wb,"['assalamualikum', 'bu', 'ibu', 'bila', 'anak', 'kecil', 'demam', 'cukup', 'ambil', 'daun', 'kelor', 'bawang', 'merah', 'satu', 'siung', 'asam', 'jawa', 'aduk', 'jadi', 'satu', 'lalu', 'air', 'sedikit', 'adukk', 'rata', 'itu', 'balur', 'anak', 'sedang', 'demam', 'ijin', 'allah', 'insa', 'allah', 'demam', 'anak', 'turun', 'semoga', 'manfaat', 'wr', 'wb']"
video3,"Mau nanyak dok, ini yg salah siapa badan pom apa pabrik obat nya, klo obat yg sudah di jual d apotik atau di pasaran itu kan udah lolos uji coba bpom, ko masih ad kasus obat penyebab gagal ginjal, apa waktu d uji cuman botol y aja, kacau",mau nanyak dok ini yg salah siapa badan pom apa pabrik obat nya klo obat yg sudah di jual d apotik atau di pasaran itu kan udah lolos uji coba bpom ko masih ad kasus obat penyebab gagal ginjal apa waktu d uji cuman botol y aja kacau,mau nanyak dok yg salah siapa badan pom apa pabrik obat nya klo obat yg di jual d apotik di pasar kan udah lolos uji coba bpom ko ad kasus obat gagal ginjal apa waktu d uji cuman botol y aja kacau,mau nanyak dok yang salah siapa badan pom apa pabrik obat nya kalo obat yang di jual di apotik di pasar kan sudah lolos uji coba bpom kok ada kasus obat gagal ginjal apa waktu di uji Cuma botol ya saja kacau,mau nanyak dok yang salah siapa badan pom apa pabrik obat nya kalo obat yang di jual di apotik di pasar kan sudah lolos uji coba bpom kok ada kasus obat gagal ginjal apa waktu di uji Cuma botol iya saja kacau,"['mau', 'nanyak', 'dok', 'yang', 'salah', 'siapa', 'badan', 'pom', 'apa', 'pabrik', 'obat', 'nya', 'kalo', 'obat', 'yang', 'di', 'jual', 'di', 'apotik', 'di', 'pasar', 'kan', 'sudah', 'lolos', 'uji', 'coba', 'bpom', 'kok', 'ada', 'kasus', 'obat', 'gagal', 'ginjal', 'apa', 'waktu', 'di', 'uji', 'Cuma', 'botol', 'iya', 'saja', 'kacau']"
video3,Terus bongkar para penjual'' nakal dr.richad...demi keselamatan anak bangsa..🙏🙏,terus bongkar para penjual nakal dr richad demi keselamatan anak bangsa,terus bongkar jual nakal dr richad selamat anak bangsa,terus bongkar jual nakal dari richad selamat anak bangsa,terus bongkar jual nakal dari richad selamat anak bangsa,"['terus', 'bongkar', 'jual', 'nakal', 'dari', 'richad', 'selamat', 'anak', 'bangsa']"
video3,"Mereka takut dok dijaman sosmed yg bebas sekarang, kalau dia jual, terus ank tersebut menderita sakit ginjal pasti yg dituntut mereka.. bukan pabrik atau bpomnya yg gagal dlm mengawasi obat trsbt..",mereka takut dok dijaman sosmed yg bebas sekarang kalau dia jual terus ank tersebut menderita sakit ginjal pasti yg dituntut mereka bukan pabrik atau bpomnya yg gagal dlm mengawasi obat trsbt,takut dok jam sosmed yg bebas sekarang kalau jual terus ank sebut derita sakit ginjal yg tuntut bukan pabrik bpomnya yg gagal dlm awas obat trsbt,takut dok jam sosmed yang bebas sekarang kalau jual terus anak sebut derita sakit ginjal yang tuntut bukan pabrik bpomnya yang gagal dalam awas obat trsbt,takut dok jam sosmed yang bebas sekarang kalau jual terus anak sebut derita sakit ginjal yang tuntut bukan pabrik bpomnya yang gagal dalam awas obat trsbt,"['takut', 'dok', 'jam', 'sosmed', 'yang', 'bebas', 'sekarang', 'kalau', 'jual', 'terus', 'anak', 'sebut', 'derita', 'sakit', 'ginjal', 'yang', 'tuntut', 'bukan', 'pabrik', 'bpomnya', 'yang', 'gagal', 'dalam', 'awas', 'obat', 'trsbt']"
video3,Sudah dirilis daftar obat yg mengandung cemaran hanya uni Bebi... Dok,sudah dirilis daftar obat yg mengandung cemaran hanya uni bebi dok,rilis daftar obat yg kandung cemar uni bebi dok,rilis daftar obat yang kandung cemar uni bebi dok,rilis daftar obat yang kandung cemar uni bebi dok,"['rilis', 'daftar', 'obat', 'yang', 'kandung', 'cemar', 'uni', 'bebi', 'dok']"
video3,"dr.apa semua obat berbentuk sirup berbahaya soalnya aq udh ccok sama obat lambung yg sirup kya milanta cair,sucralfate dll kl yg tablet g ccok ttep mual😥😢😭",dr apa semua obat berbentuk sirup berbahaya soalnya aq udh ccok sama obat lambung yg sirup kya milanta cair sucralfate dll kl yg tablet g ccok ttep mual,dr apa semua obat bentuk sirup bahaya soal aq udh ccok sama obat lambung yg sirup kya milanta cair sucralfate kl yg tablet g ccok ttep mual,dari apa semua obat bentuk sirup bahaya soal aku sudah cocok sama obat lambung yang sirup kaya milanta cair sucralfate kalo yang tablet enggak cocok tetap mual,dari apa semua obat bentuk sirup bahaya soal aku sudah cocok sama obat lambung yang sirup kaya milanta cair sucralfate kalo yang tablet enggak cocok tetap mual,"['dari', 'apa', 'semua', 'obat', 'bentuk', 'sirup', 'bahaya', 'soal', 'aku', 'sudah', 'cocok', 'sama', 'obat', 'lambung', 'yang', 'sirup', 'kaya', 'milanta', 'cair', 'sucralfate', 'kalo', 'yang', 'tablet', 'enggak', 'cocok', 'tetap', 'mual']"
video3,Dokter ada ada aja nih lagi ntn Ama anak2 juga sebel,dokter ada ada aja nih lagi ntn ama anak juga sebel,dokter ada aja nih ntn ama anak sebel,dokter ada saja ini menonton sama anak sebel,dokter ada saja ini menonton sama anak sebel,"['dokter', 'ada', 'saja', 'ini', 'menonton', 'sama', 'anak', 'sebel']"
video3,"Makasih, Dokter utk infonya. Emang, sih sempet bertanya2 juga. Dr dulu kok aman2 aja, kok baru skrg nongolnya? Andai emang karena zat berbahaya, BPOM kok bs ngelulusin? Jd bertanya2 juga, nih sama BPOM. Takut konsumsi barang2 meski ada no.BPOM-nya takut aja selip kayak gini",makasih dokter utk infonya emang sih sempet bertanya juga dr dulu kok aman aja kok baru skrg nongolnya andai emang karena zat berbahaya bpom kok bs ngelulusin jd bertanya juga nih sama bpom takut konsumsi barang meski ada no bpom nya takut aja selip kayak gini,makasih dokter utk info emang sih sempet tanya dr dulu kok aman aja kok baru skrg nongol andai emang zat bahaya bpom kok bs ngelulusin jd tanya nih sama bpom takut konsumsi barang meski no bpom nya takut aja selip kayak gin,terima kasih dokter untuk informasi memang sih sempat tanya dari dulu kok aman saja kok baru sekarang nongol andai memang zat bahaya bpom kok bisa ngelulusin jadi tanya ini sama bpom takut konsumsi barang meski nomor bpom nya takut saja selip kayak gin,terima kasih dokter untuk informasi memang sih sempat tanya dari dulu kok aman saja kok baru sekarang nongol andai memang zat bahaya bpom kok bisa ngelulusin jadi tanya ini sama bpom takut konsumsi barang meski nomor bpom nya takut saja selip kayak gini,"['terima', 'kasih', 'dokter', 'untuk', 'informasi', 'memang', 'sih', 'sempat', 'tanya', 'dari', 'dulu', 'kok', 'aman', 'saja', 'kok', 'baru', 'sekarang', 'nongol', 'andai', 'memang', 'zat', 'bahaya', 'bpom', 'kok', 'bisa', 'ngelulusin', 'jadi', 'tanya', 'ini', 'sama', 'bpom', 'takut', 'konsumsi', 'barang', 'meski', 'nomor', 'bpom', 'nya', 'takut', 'saja', 'selip', 'kayak', 'gini']"
video3,Lha gitu dong dok...ngsih ilmu LBH manfaat dari PD urus artis yg g jelas kmrn😂,lha gitu dong dok ngsih ilmu lbh manfaat dari pd urus artis yg g jelas kmrn,lha gitu dong dok ngsih ilmu lbh manfaat pd urus artis yg g jelas kmrn,lah begitu dong dok ngsih ilmu lebih manfaat pada urus artis yang enggak jelas kemarin,lah begitu dong dok ngsih ilmu lebih manfaat pada urus artis yang enggak jelas kemarin,"['lah', 'begitu', 'dong', 'dok', 'ngsih', 'ilmu', 'lebih', 'manfaat', 'pada', 'urus', 'artis', 'yang', 'enggak', 'jelas', 'kemarin']"
video3,tolak angin gimana itu kan sirup juga ?,tolak angin gimana itu kan sirup juga,tolak angin gimana kan sirup,tolak angin bagaimana kan sirup,tolak angin bagaimana kan sirup,"['tolak', 'angin', 'bagaimana', 'kan', 'sirup']"
video3,"Cara jd mitra kopi gatot kaca gimana dok? 
Yg lain ada yg bisa jelasin",cara jd mitra kopi gatot kaca gimana dok yg lain ada yg bisa jelasin,cara jd mitra kopi gatot kaca gimana dok yg ada yg jelasin,cara jadi mitra kopi gagal total kaca bagaimana dok yang ada yang jelasin,cara jadi mitra kopi gagal total kaca bagaimana dok yang ada yang jelasin,"['cara', 'jadi', 'mitra', 'kopi', 'gagal', 'total', 'kaca', 'bagaimana', 'dok', 'yang', 'ada', 'yang', 'jelasin']"
video3,"Mantap dok, kalau sirup Marjan boleh nggak,maaf dok cuma bercanda.",mantap dok kalau sirup marjan boleh nggak maaf dok cuma bercanda,mantap dok kalau sirup marjan nggak maaf dok cuma canda,mantap dok kalau sirup marjan enggak maaf dok cuma canda,mantap dok kalau sirup marjan enggak maaf dok cuma canda,"['mantap', 'dok', 'kalau', 'sirup', 'marjan', 'enggak', 'maaf', 'dok', 'cuma', 'canda']"
video3,"salut sama apotek2 itu
IMO, negara laen gak heboh karena mereka yakin sama hasil penelitian mereka pas ngeluarin ijin edar
sementara di wakanda diban semua sirupnya karena cari aman dan butuh waktu buat neliti, karena pas ngeluarin ijin gak diteliti 🤣",salut sama apotek itu imo negara laen gak heboh karena mereka yakin sama hasil penelitian mereka pas ngeluarin ijin edar sementara di wakanda diban semua sirupnya karena cari aman dan butuh waktu buat neliti karena pas ngeluarin ijin gak diteliti,salut sama apotek imo negara laen gak heboh yakin sama hasil teliti mereka pas ngeluarin ijin edar di wakanda ban semua sirup cari aman butuh waktu buat neliti pas ngeluarin ijin gak teliti,salut sama apotek imo negara lain enggak heboh yakin sama hasil teliti mereka pas mengeluarkan ijin edar di wakanda ban semua sirup cari aman butuh waktu buat neliti pas mengeluarkan ijin enggak teliti,salut sama apotek imo negara lain enggak heboh yakin sama hasil teliti mereka pas mengeluarkan ijin edar di wakanda ban semua sirup cari aman butuh waktu buat neliti pas mengeluarkan ijin enggak teliti,"['salut', 'sama', 'apotek', 'imo', 'negara', 'lain', 'enggak', 'heboh', 'yakin', 'sama', 'hasil', 'teliti', 'mereka', 'pas', 'mengeluarkan', 'ijin', 'edar', 'di', 'wakanda', 'ban', 'semua', 'sirup', 'cari', 'aman', 'butuh', 'waktu', 'buat', 'neliti', 'pas', 'mengeluarkan', 'ijin', 'enggak', 'teliti']"
video3,Apa vitamin syrup buat anak juga perlu diwaspadai? 😶,apa vitamin syrup buat anak juga perlu diwaspadai,apa vitamin syrup buat anak perlu waspada,apa vitamin syrup buat anak perlu waspada,apa vitamin syrup buat anak perlu waspada,"['apa', 'vitamin', 'syrup', 'buat', 'anak', 'perlu', 'waspada']"
video3,"2 hari kemarin anak saya flu batuk dan demam, saya coba pakai jeruk madu untuk di minum serta kompres air hangat tambah balur bawang merah, karena takut berita tsb. Setelah 2hari flu batuk belum reda malah tambah berat akhirnya saya beli obat sirup huf49rip yang biasa suka saya pakai kalo anak flu batuk demam. Alhamdulillah sehari batuk dan flu nya reda dan demam ilang. Saya beli gk ke apotek he he  beli di toko kelontong",hari kemarin anak saya flu batuk dan demam saya coba pakai jeruk madu untuk di minum serta kompres air hangat tambah balur bawang merah karena takut berita tsb setelah hari flu batuk belum reda malah tambah berat akhirnya saya beli obat sirup hufrip yang biasa suka saya pakai kalo anak flu batuk demam alhamdulillah sehari batuk dan flu nya reda dan demam ilang saya beli gk ke apotek he he beli di toko kelontong,hari kemarin anak flu batuk demam coba pakai jeruk madu minum kompres air hangat tambah balur bawang merah takut berita tsb hari flu batuk reda malah tambah berat akhir beli obat sirup hufrip biasa suka pakai kalo anak flu batuk demam alhamdulillah hari batuk flu nya reda demam ilang beli gk apotek he he beli di toko kelontong,hari kemarin anak flu batuk demam coba pakai jeruk madu minum kompres air hangat tambah balur bawang merah takut berita tersebut hari flu batuk reda bahkan tambah berat akhir beli obat sirup hufrip biasa suka pakai kalau anak flu batuk demam alhamdulillah hari batuk flu nya reda demam hilang beli enggak apotek he he beli di toko kelontong,hari kemarin anak flu batuk demam coba pakai jeruk madu minum kompres air hangat tambah balur bawang merah takut berita tersebut hari flu batuk reda bahkan tambah berat akhir beli obat sirup hufrip biasa suka pakai kalau anak flu batuk demam alhamdulillah hari batuk flu nya reda demam hilang beli enggak apotek he he beli di toko kelontong,"['hari', 'kemarin', 'anak', 'flu', 'batuk', 'demam', 'coba', 'pakai', 'jeruk', 'madu', 'minum', 'kompres', 'air', 'hangat', 'tambah', 'balur', 'bawang', 'merah', 'takut', 'berita', 'tersebut', 'hari', 'flu', 'batuk', 'reda', 'bahkan', 'tambah', 'berat', 'akhir', 'beli', 'obat', 'sirup', 'hufrip', 'biasa', 'suka', 'pakai', 'kalau', 'anak', 'flu', 'batuk', 'demam', 'alhamdulillah', 'hari', 'batuk', 'flu', 'nya', 'reda', 'demam', 'hilang', 'beli', 'enggak', 'apotek', 'he', 'he', 'beli', 'di', 'toko', 'kelontong']"
video3,Tolak angin masuk gak sih?,tolak angin masuk gak sih,tolak angin masuk gak sih,tolak angin masuk enggak sih,tolak angin masuk enggak sih,"['tolak', 'angin', 'masuk', 'enggak', 'sih']"
video3,beliau adalah 1 dari segelintir orang yang otaknya masih sehat dan tidak korslet.. wkwkkwwkkkkk,beliau adalah dari segelintir orang yang otaknya masih sehat dan tidak korslet wkwkkwwkkkkk,beliau dari gelintir orang otak sehat tidak korslet wkwkkwwkkkkk,beliau dari gelintir orang otak sehat tidak korslet wkwkkwwkkkkk,beliau dari gelintir orang otak sehat tidak korslet wkwkkwwkkkkk,"['beliau', 'dari', 'gelintir', 'orang', 'otak', 'sehat', 'tidak', 'korslet', 'wkwkkwwkkkkk']"
video3,"Dok riview nowa beauty dong 
Nowa ya dok bukan nova",dok riview nowa beauty dong nowa ya dok bukan nova,dok riview nowa beauty dong nowa dok bukan nova,dok riview nowa beauty dong nowa dok bukan nova,dok riview nowa beauty dong nowa dok bukan nova,"['dok', 'riview', 'nowa', 'beauty', 'dong', 'nowa', 'dok', 'bukan', 'nova']"
video3,Apoteker kompeten👍,apoteker kompeten,apoteker kompeten,apoteker kompeten,apoteker kompeten,"['apoteker', 'kompeten']"
video3,Harusnya jgn dokter lgsg yg beli dok suruh crew nya yg beli,harusnya jgn dokter lgsg yg beli dok suruh crew nya yg beli,jgn dokter lgsg yg beli dok suruh crew nya yg beli,jangan dokter langsung yang beli dok suruh crew nya yang beli,jangan dokter langsung yang beli dok suruh crew nya yang beli,"['jangan', 'dokter', 'langsung', 'yang', 'beli', 'dok', 'suruh', 'crew', 'nya', 'yang', 'beli']"
video3,"Dok kolaborasi dong dok sama babeh Aldo,",dok kolaborasi dong dok sama babeh aldo,dok kolaborasi dong dok sama babeh aldo,dok kolaborasi dong dok sama babeh aldo,dok kolaborasi dong dok sama babeh aldo,"['dok', 'kolaborasi', 'dong', 'dok', 'sama', 'babeh', 'aldo']"
video3,Dr Saya pernah pake produk skin care setelah pake 2 /3 kali pori2 saya kelihatan bgt dulu nya tdk ada … dan merasa kasar juga seperti ada jerawat di kulit betis Saya .. apakah itu karna produk yg Saya pake don.. 🙏🏻🙏🏻🙏🏻🙏🏻,dr saya pernah pake produk skin care setelah pake kali pori saya kelihatan bgt dulu nya tdk ada dan merasa kasar juga seperti ada jerawat di kulit betis saya apakah itu karna produk yg saya pake don,dr pernah pake produk skin care pake kali pori lihat bgt dulu nya tdk dan rasa kasar seperti jerawat kulit betis apakah karna produk yg pake don,dari pernah pakai produk skin care pakai kali pori lihat banget dulu nya tidak dan rasa kasar seperti jerawat kulit betis apakah karena produk yang pakai don,dari pernah pakai produk skin care pakai kali pori lihat banget dulu nya tidak dan rasa kasar seperti jerawat kulit betis apakah karena produk yang pakai don,"['dari', 'pernah', 'pakai', 'produk', 'skin', 'care', 'pakai', 'kali', 'pori', 'lihat', 'banget', 'dulu', 'nya', 'tidak', 'dan', 'rasa', 'kasar', 'seperti', 'jerawat', 'kulit', 'betis', 'apakah', 'karena', 'produk', 'yang', 'pakai', 'don']"
video3,Waduh itu karyawan *******. Jangan sampe dpecat karyawannya gr2 video ini. Good video doc,waduh itu karyawan jangan sampe dpecat karyawannya gr video ini good video doc,waduh karyawan jangan sampe dpecat karyawannya gr video good video doc,waduh karyawan jangan sampai dpecat karyawannya gede rasa video bagus video doc,waduh karyawan jangan sampai dpecat karyawannya gede rasa video bagus video doc,"['waduh', 'karyawan', 'jangan', 'sampai', 'dpecat', 'karyawannya', 'gede', 'rasa', 'video', 'bagus', 'video', 'doc']"
video3,"dokter biar wajahnya ditutup masker, pasti org apoteker maupun karyawan apotek tau lg, dok. apalagi suara khas dokter. 😁 lha dokter ke alfamart malah dimintai foto selfi.",dokter biar wajahnya ditutup masker pasti org apoteker maupun karyawan apotek tau lg dok apalagi suara khas dokter lha dokter ke alfamart malah dimintai foto selfi,dokter biar wajah tutup masker org apoteker maupun karyawan apotek tau lg dok suara khas dokter lha dokter alfamart malah minta foto selfi,dokter biar wajah tutup masker orang apoteker maupun karyawan apotek tahu lagi dok suara khas dokter lah dokter alfamart bahkan meminta foto selfi,dokter biar wajah tutup masker orang apoteker maupun karyawan apotek tahu lagi dok suara khas dokter lah dokter alfamart bahkan meminta foto selfi,"['dokter', 'biar', 'wajah', 'tutup', 'masker', 'orang', 'apoteker', 'maupun', 'karyawan', 'apotek', 'tahu', 'lagi', 'dok', 'suara', 'khas', 'dokter', 'lah', 'dokter', 'alfamart', 'bahkan', 'meminta', 'foto', 'selfi']"
video3,"kaga sia-sia sy subcreat canel pak dokter ini...setiap ada kontek baru sy lihat teruss dan Alhamdulilah pak dokter ini bisa ngasih saran yg terbaik
maju teruss pak dokter semoga kebaikan pak dokter di bales sMa Allah swt..Aamiinn🤲🙏🙏",kaga sia sia sy subcreat canel pak dokter ini setiap ada kontek baru sy lihat teruss dan alhamdulilah pak dokter ini bisa ngasih saran yg terbaik maju teruss pak dokter semoga kebaikan pak dokter di bales sma allah swt aamiinn,kaga sia sia sy subcreat canel pak dokter tiap kontek baru sy lihat teruss alhamdulilah pak dokter bisa ngasih saran yg baik maju teruss pak dokter moga baik pak dokter bales sma allah swt aamiinn,kagak sia sia saya subcreat canel pak dokter tiap kontek baru saya lihat terus alhamdulilah pak dokter bisa mengasih saran yang baik maju terus pak dokter moga baik pak dokter balas sama allah swt aamiinn,kagak sia sia aku subcreat canel pak dokter tiap kontek baru aku lihat terus alhamdulilah pak dokter bisa mengasih saran yang baik maju terus pak dokter semoga baik pak dokter balas sama allah swt aamiinn,"['kagak', 'sia', 'sia', 'aku', 'subcreat', 'canel', 'pak', 'dokter', 'tiap', 'kontek', 'baru', 'aku', 'lihat', 'terus', 'alhamdulilah', 'pak', 'dokter', 'bisa', 'mengasih', 'saran', 'yang', 'baik', 'maju', 'terus', 'pak', 'dokter', 'semoga', 'baik', 'pak', 'dokter', 'balas', 'sama', 'allah', 'swt', 'aamiinn']"
video3,"Stlh nonton video ini sy jd mengerti knp saat periksain kucingku yg kena flu dokter cm ksih resep obat flu yg berbentuk tablet pdhl yg sudah2 dikasih resep obat yg berbentuk sirup, sy ngotot minta yg sirup katanya gk ada, jd bingung nanti cara ngasih ke kucing klu bentuk tablet😱",stlh nonton video ini sy jd mengerti knp saat periksain kucingku yg kena flu dokter cm ksih resep obat flu yg berbentuk tablet pdhl yg sudah dikasih resep obat yg berbentuk sirup sy ngotot minta yg sirup katanya gk ada jd bingung nanti cara ngasih ke kucing klu bentuk tablet,stlh nonton video sy jd erti knp periksain kucing yg kena flu dokter cm ksih resep obat flu yg bentuk tablet pdhl yg kasih resep obat yg bentuk sirup sy ngotot minta yg sirup kata gk jd bingung cara ngasih kucing klu bentuk tablet,setelah menonton video saya jadi erti kenapa periksain kucing yang kena flu dokter cuma kasih resep obat flu yang bentuk tablet padahal yang kasih resep obat yang bentuk sirup saya ngotot meminta yang sirup kata enggak jadi bingung cara mengasih kucing kalau bentuk tablet,setelah menonton video aku jadi erti kenapa periksain kucing yang kena flu dokter cuma kasih resep obat flu yang bentuk tablet padahal yang kasih resep obat yang bentuk sirup aku ngotot meminta yang sirup kata enggak jadi bingung cara mengasih kucing kalau bentuk tablet,"['setelah', 'menonton', 'video', 'aku', 'jadi', 'erti', 'kenapa', 'periksain', 'kucing', 'yang', 'kena', 'flu', 'dokter', 'cuma', 'kasih', 'resep', 'obat', 'flu', 'yang', 'bentuk', 'tablet', 'padahal', 'yang', 'kasih', 'resep', 'obat', 'yang', 'bentuk', 'sirup', 'aku', 'ngotot', 'meminta', 'yang', 'sirup', 'kata', 'enggak', 'jadi', 'bingung', 'cara', 'mengasih', 'kucing', 'kalau', 'bentuk', 'tablet']"
video3,"Fiks!
1.perang dagang obat
2.menutupi dosa vaksin covid yg lalu.

Bpom,kemenkes,IDI adalah lembaga terbobrok penuh dosa disamping epidemiolog dicky budiman.",fiks perang dagang obat menutupi dosa vaksin covid yg lalu bpom kemenkes idi adalah lembaga terbobrok penuh dosa disamping epidemiolog dicky budiman,fiks perang dagang obat tutup dosa vaksin covid yg lalu bpom kemenkes idi lembaga bobrok penuh dosa samping epidemiolog dicky budiman,fiks perang dagang obat tutup dosa vaksin covid yang lalu bpom kemenkes idi lembaga bobrok penuh dosa samping epidemiolog dicky budiman,fiks perang dagang obat tutup dosa vaksin covid yang lalu bpom kemenkes idi lembaga bobrok penuh dosa samping epidemiolog dicky budiman,"['fiks', 'perang', 'dagang', 'obat', 'tutup', 'dosa', 'vaksin', 'covid', 'yang', 'lalu', 'bpom', 'kemenkes', 'idi', 'lembaga', 'bobrok', 'penuh', 'dosa', 'samping', 'epidemiolog', 'dicky', 'budiman']"
video3,Kan ada logo BPOM'nya jd apa gunanya karyawan BPOM' makan gaji buta,kan ada logo bpom nya jd apa gunanya karyawan bpom makan gaji buta,kan logo bpom nya jd apa karyawan bpom makan gaji buta,kan logo bpom nya jadi apa karyawan bpom makan gaji buta,kan logo bpom nya jadi apa karyawan bpom makan gaji buta,"['kan', 'logo', 'bpom', 'nya', 'jadi', 'apa', 'karyawan', 'bpom', 'makan', 'gaji', 'buta']"
video3,"Wah dokter turun gunung mantap, d tunggu konten nyari pemilik dompet yg jatohnya dok...",wah dokter turun gunung mantap d tunggu konten nyari pemilik dompet yg jatohnya dok,wah dokter turun gunung mantap d tunggu konten nyari milik dompet yg jatohnya dok,wah dokter turun gunung mantap di tunggu konten mencari milik dompet yang jatohnya dok,wah dokter turun gunung mantap di tunggu konten mencari milik dompet yang jatohnya dok,"['wah', 'dokter', 'turun', 'gunung', 'mantap', 'di', 'tunggu', 'konten', 'mencari', 'milik', 'dompet', 'yang', 'jatohnya', 'dok']"
video3,Kasian mas mas alfamartnya pengen juga foto barengan tapi malah disuruh fotoin 🥲,kasian mas mas alfamartnya pengen juga foto barengan tapi malah disuruh fotoin,kasi mas mas alfamartnya ken foto bareng malah suruh fotoin,kasih mas mas alfamartnya ken foto bareng bahkan suruh memfoto,kasih mas mas alfamartnya ken foto bareng bahkan suruh memfoto,"['kasih', 'mas', 'mas', 'alfamartnya', 'ken', 'foto', 'bareng', 'bahkan', 'suruh', 'memfoto']"
video3,"tugasny bpom apa ya?,kok jarang disorot sm media",tugasny bpom apa ya kok jarang disorot sm media,tugasny bpom apa kok jarang sorot sm media,tugasny bpom apa kok jarang sorot sama media,tugasny bpom apa kok jarang sorot sama media,"['tugasny', 'bpom', 'apa', 'kok', 'jarang', 'sorot', 'sama', 'media']"
video3,Hari ini ke apotik.coba beli obat buat bapil anak.emang anak2 lagi bapil sekarang.yg sirup g ada semua.minta yg tablet g d kasih juga.harus pakai resep dokter.akhirnya ya ke dokter dpt obat puyer dr dokter.bayarnya lebih mahal dr biasanya beli obat apotik.hehehe,hari ini ke apotik coba beli obat buat bapil anak emang anak lagi bapil sekarang yg sirup g ada semua minta yg tablet g d kasih juga harus pakai resep dokter akhirnya ya ke dokter dpt obat puyer dr dokter bayarnya lebih mahal dr biasanya beli obat apotik hehehe,hari ke apotik coba beli obat buat bapil anak emang anak bapil sekarang yg sirup g semua minta yg tablet g d kasih harus pakai resep dokter akhir ke dokter dpt obat puyer dr dokter bayar lebih mahal dr biasa beli obat apotik hehehe,hari ke apotik coba beli obat buat bapil anak memang anak bapil sekarang yang sirup enggak semua meminta yang tablet enggak di kasih harus pakai resep dokter akhir ke dokter dapat obat puyer dari dokter bayar lebih mahal dari biasa beli obat apotik hehehe,hari ke apotik coba beli obat buat bapil anak memang anak bapil sekarang yang sirup enggak semua meminta yang tablet enggak di kasih harus pakai resep dokter akhir ke dokter dapat obat puyer dari dokter bayar lebih mahal dari biasa beli obat apotik hehehe,"['hari', 'ke', 'apotik', 'coba', 'beli', 'obat', 'buat', 'bapil', 'anak', 'memang', 'anak', 'bapil', 'sekarang', 'yang', 'sirup', 'enggak', 'semua', 'meminta', 'yang', 'tablet', 'enggak', 'di', 'kasih', 'harus', 'pakai', 'resep', 'dokter', 'akhir', 'ke', 'dokter', 'dapat', 'obat', 'puyer', 'dari', 'dokter', 'bayar', 'lebih', 'mahal', 'dari', 'biasa', 'beli', 'obat', 'apotik', 'hehehe']"
video3,"Dok untuk produk2nya dokter belinya di online shop ada ga???Saya kena gatal atau eksim soalnya... Lumayan lama, sudah sekitar 7bln. Mohon dibalas... Terimakasih",dok untuk produknya dokter belinya di online shop ada ga saya kena gatal atau eksim soalnya lumayan lama sudah sekitar bln mohon dibalas terimakasih,dok produk dokter beli online shop ga kena gatal eksim soal lumayan lama sekitar bln mohon balas terimakasih,dok produk dokter beli online shop enggak kena gatal eksim soal lumayan lama sekitar bulan mohon balas terimakasih,dok produk dokter beli online shop enggak kena gatal eksim soal lumayan lama sekitar bulan mohon balas terimakasih,"['dok', 'produk', 'dokter', 'beli', 'online', 'shop', 'enggak', 'kena', 'gatal', 'eksim', 'soal', 'lumayan', 'lama', 'sekitar', 'bulan', 'mohon', 'balas', 'terimakasih']"
video3,sidak dukun dung dok.. pura2 jadi pasen..,sidak dukun dung dok pura jadi pasen,sidak dukun dung dok pura jadi pasen,inspeksi mendadak dukun dong dok pura jadi pasen,inspeksi mendadak dukun dong dok pura jadi pasen,"['inspeksi', 'mendadak', 'dukun', 'dong', 'dok', 'pura', 'jadi', 'pasen']"
