text_manual_replaced,label
dokter top deh,1
pak dokter ricard lee aku suka gaya kamu sekses terus pak dokter,1
kawal sambo,0
mau obat medis kualitas harus dukung obat medis asal malaysia,1
kalo turut perintah sudah benar tarik obat karena banyak kasus gagal ginjal jaga bukan maksud bikin resah perintah serba salah kalo enggak informasi masyarakat entar bilang tutup kalo informasi bilang bikin panik ambil positif informasi untuk jaga karena sangkut nyawa anak kita terus bangsa salam sehat selalu,-1
jelas yang sangat masuk akal kemarin semoga enggak percaya berita yang enggak masuk akal berita yang buat heboh takut masyarakat djaman sekarang banyak sekali berita aneh pakai data palsu,-1
bpom yang periksa polisi bubar laku salah fatal tugas bagai awas jangan obat edar pasar enak pabrik pidana,-1
susu kambing etawa organik bersih paru paru cari agen tiap kabupaten ijin bpom mui modal kecil profit besar,1
percuma logo bpom,0
indonesia kan orang nya pada lbay banget,1
jangan bodoh rakyat terus jangan sulit rakyat terus jangan halal segala cara perut pribadi,-1
pusing kepala emak emak indonesia,-1
jangan obat sirup buat batuk beli antangin tolak angin cair saja enggak dok,1
yang rakyat tinggal karena di larang minum obat bagaimana mau sembuh kalau rakyat enggak minum obat cuma kesi sama orang yang jual obat nya,-1
kalo paracetamol drop enggak anak bayi mau kasih apa kalo lagi habis imunisasi iya allah rhinos ambroxol drop sirup anak selalu pakai dari bayi sampai gede gara punya alergi,1
luar biasa paham yang dari richard lee sangat cerdas semoga bangsa indonesia banyak milik orang cerdas beliau,1
mungkin juga minum an kayak marim si panth r kurang nya minum air putih doa dengan yang punya nyawa,0
benar banget masuk akal semua yang dari kata,1
tri sehat ada dasar ilmu sehat sama sekali mangkanya mencerocos se enak sendiri ada dasar ilmu ayo sama rusak indonesia,-1
dampak sosmed dokter,0
kalau hufagrib bagaimana dok,0
alhamdulillah notification dari chanel langsung menyimak hasil sangat lega hati sebagia ibu baru sempat panik worry terima kasih dari richard lee mars sangat edukasi masyarakat indonesia yang awam aku,1
trimakasih dok jelas nya salam sehat duk kalimantan selatan,1
enggak hujan enggak petir dunia obat hebbohhh padahal akurat,-1
maaf dok memang sistem dagang bisnis negara yang susah rakyat lebih buat rakyat takut dulu telah takut kan obat yang hari minum baru datang obat nya singapura turut sih ini settingan yang memang ujung nya mau bisnis dan prediksi benar banget meleset sudah duga memang bakal begini ujung nya buat panik sakit habis datang obat luaarrrr,-1
dokter please dokter jadi menteri sehat saja deh tahun,1
anak paling cocok pakai paracetamol tempra forte riwayat kejang demam pakai tempra forte langsung adem berita jadi galau harus pakai apa karena nemu yang cocok anak lama ganti ganti paracetamol mggu lalu baru pakai paracetamol tempra forte alhamdulillah sembuh tidak efek apa berita heboh bikin pusing karena konsumsi tempra tahun tapi muncul sekarang,1
bikin pusing dan panik semua orang tua anak sedang sakit demam flu dan batuk lantas solusi baik iya apa dong obat iya buat masyarakat miskin salam dari wong cirebon dan sukses selalu buat dokter richard,-1
budaya geger oq turut waspada jangan panik sampai lebih terima kasih dok atas jelas,0
iya indnesia hidup nya penuh monopoli neng buat sensasi lagi berita viral sambi izazah palsu datang obat kynya bahkan manusia yang pintar yang neng mengomongkan bohong bagaimana mau hidup tng aman baaaanyak banget orang neng saling bunuh saling racun sa sama,-1
anak mungkin beri obat tablet yang halus jika sakit gerus campur air minum beri air putih dengan gula pasir kalo aku aku kasih madu sebs mungkin jarak minum obat dengan susu karena susu kandung kalsium tinggi yang resiko mjd kalsium laktat badan hambat kerja ginjal kakak perempuan kopi minum manis hindar perbyk air putih paling sedikit liter hari ingat semua obat makin minum efek ginjal jadi harus gelontor dengan air putih kalo untuk vitamin peras air jeruk gula minum anak jadi enggak perlu obat sirup pabrik farmasi,0
bukan obat yang lihat air yang pakai masak nminum perlu perhati siapa tahu air minum juga,0
ampun unibebi sering aku kasih anakq tahun mudah enggak jadi apa anakq sehat amin,1
anak yang demam sudah sembuh karena konsumsi paracetamol syrup tidak gagal ginjal salam sehat papua,1
dok kalau sirup paratusin boleh komsusi apa,0
awet makan yang jadi utama turut,1
bingung bpom enggak meminta tanggung jawabanya lolos ijin edar kemudian para korban meminta tanggung jawab bpom dam perlu obat obat yang larang perintah rakyat jadi bingung perintah danahli farmasi jelas cara detil tidak buat resah gelisah semua kalang ingat jangan menciptskan sama ultitafsir kalau pihak depkes menkes panik bagaimana masyarakat,-1
dapat dok memang bukan orang sehat dulu kuliah tahan pangan jadi kurang erti dengan tapi kalau turut sangat masuk akal karena obat sama kena ginjal akut pandemi covid kenapa teliti virus bakteri jangan obat yang di teliti karena gejala nya flu batuk mual teliti lah lendir hidup nya seperti teliti covid dulu mungkin virus sebut langsung serang ginjal karena mustahil karena obat kena waktu sama sudah seperti wabah covid,-1
sudah bahaya bisa bikin gagal ginjal mah itu yang kebnyakan minum minum kemas manis henti bunda anak nya jajan al al kakak perempuan enggak las kakak perempuan saja si yang itu bahaya banget,-1
aku posing indonesia saja mas sirup kecil sampai aku punya anak tiap sakit panas minum sirup biasa enggak apa aku heran sumpah kenapa woi perintah perlu tanggung jawab kalao anak kecil demam kalau enggak minum sirup terus minum apa aku tanya janagn menkes tinjau ulang jangan langsung buat putus hmmm sekali meminta jangan gegabah ojo sembrono belum sudah langsung main pergi saja,-1
paracetamol alami bubuk cacing tanah insyaallah aman,1
terima kasih dok anak kalao sakit minum obat sirup sembuh sejak kecil kalau sakit tetap minum sirup sejak tahun,1
lama bpom mengapai saja teman-teman kemenkes juga depan gera wajib vaksin anak layakny orang dewasa wajib vaksin covid lucuny negeri,1
buat perintah ente ini kadang kadang,0
kacau,-1
ngombe jok nipis campur kecap wae dok,0
terima kasih banyak informasi,1
siapa tuju dari ricard jadi ketua bpom like,0
terima kasih dok yang baik hati,1
dari richard boleh anak sudah tahun minum obat devakene baik baik dan harus minum tiap hari terus kalau di henti kalau apa anak apa perintah mau tanggung jawab,-1
sudah jelas karena sirup sudah bukti nya leerr,0
terimakasih dokter lee informasi,1
aku juga dngr obat sirup bhy langsung obat sirup anak aku dokter ta buang langsung karena sekarang lagi musim batuk pilek terus ganti obat apa kalo anak kan harus sirup kalo batuk enggak obat kan kasihan anak kalo orang gede mungkin minum obat traditional jae batuk sembuh kalo anak mana mau minum jae pedas jadi bikin resah ibu anak sakit takut beli obat,-1
heboh banyak yang tinggal dokter,0
ina kasih dok,0
bpom sudah enggak benar kerja kok bahkan colong terus sih kemarin kosmetik sekarang obat bpom harus tanggung jawab dan ganti saja struktur organisasi,-1
aku minggu lalu minum antasida doen alhamdulillah enggak apa-apa,1
menyimak saja dok,0
begitulah indonesia lucuuuuunya banget,1
kembali dukun dok tertawa,0
beda amerika indonesia badan awas amerika kerja serius kalau indonesia banyak bisa disuapin amplop,1
ayo dokk bukti suaraakan takut banget karena masih punya bayi usia bulan,-1
kok lebih alih isu soal tiap minggu kok saja kasus yang muncul,-1
pantesss tadi tetangga kampung meminta daun saga yang bertanya saja mencari daun saga tinggal beli obat saja jawab enggak minum obat syrup me mungkin alergi baru sadar pas menonton ah makin banyak alih issue hati iya emak ku sayang semangat sehat selalu seluruh emak urus keluarga cinta,0
maaf richard di rs heboh ekstrem dalam tanggap kondisi berita obat obat yang edar sekarang tetap beri obat sesuai butuh pasien tunggu putus resmi bpom sikap idi,0
sudah jangan jual obat saja deh biar rumah sakit enggak operasi pabrik nya bangkrut hahahahha,-1
telah banyak yang tinggal baru henti itu obat sirup teliti obat benar terlambat mikir,-1
gosip perintah mau pakai obat dari luar om,0
ada indikasi muncul vaksin gagal ginjal,0
dok nutriville drink bagus enggak sih,-1
gara warga ramai larang obat sirup aku jadi buka yt alhamdulillah nemu sudah kabar asli sini terima kasih dok atas informasi,1
kok merasa seperti sabotase,-1
halal kata mui,0
darurat obat dokter krisis percaya sehat obat after covid racun yang racun nya siapa,-1
seram jadi beberapa bulan depan anak banyak yang mati karena semua obat sirup anak yang paten mau di produksi pabrik karena kesal dengan bodoh tri sehat yang buat rugi besar karena asal ban obat,-1
makan yang kandung formalin sebab gagal ginjal,0
gagal ginjal jadi biasa proses sudah lama bukan minum obat sirup tiba gagal ginjal dalam beberapa hari,-1
bohong om karena vaksin covid,-1
turut jangan obat syrup yang periksa ada faktor asupan makan minum yang jual pasar merk yang kenal kalo makan snack produk mie yang makan masak dulu minum ringan yang serbuk botol air putih susu ini tahu karena waktu periksa anak bengkak ginjal karena banyak minum obat ibuprofen tanya teman sama periksa sana ganggu ginjal yang sampai dengan catat kalo sering makan minum jadi turut sesuatu yang lebih memang baik,0
terus label kemenkes sama bpom apa,0
turut semua obat ada dosis masing masing kalau jika anak sakit kasih sirup pabila memabaik henti tidak kasih datang ke dokter bilang tidak ada perebuhan dan aku ganti obat herbal,0
tugasny bpom apa kok jarang sorot sama media,-1
apotek jadi sepi beli syrup dok terus obat syrup banyak gini mau bawa kemana kalo perintah bel silah larang,-1
dari yang cerdas nih,0
jwbn dari doa smlm setelah lihat nenangin pikrn banget cara penjlsn dari richard dari kemarin kpkrn terus sama berita gagal ginjal gede rasa ku semenjak anak usia staun ke atas srg batuk pilek ku kasih obat syrup mana blnn ku kasih obat unibaby karena cocok di pakai sama anku begitu dengar berita gagal ginjal langsung ku buang obt syrup itu mrasa berslh banget jadi si orang ibu sampai kpkrn terus semoga ana anak si indonesia sehat selalu di jauh dari sakit apa langsung tidak subscribe,1
dukung dari richard jadi menkes,0
enggak dulu henti kok baru sekarang henti Cuma main indonesia,1
nah ini yang aku tunggubgt pnsaran kbnrannya bagaimana tiktok heboh viral anak tinggal gagal ginjal misterius akibat obat sirup demam kata kan jadi was was dengernya untung dokter yang jelasin,-1
salah satu yang penting biasa untuk mncegah arti perlu minum air putih yang cukup sesuai butuh tubuh kalo sakit berarti butuh lebih air putih nya kan kalo sakit banyak keluar keringat biar enggak berat kerja ginjal,1
assalamu alaikum dokter mau bertanya anak buang air kecil sedikit tidak kanyak yang dulu bagaimana dokter,0
benar banget dok logika nya masuk,1
benar sekali dok semua orang tua resah khawatir berita semoga perintah segera atas masalah khawatir banget,-1
dok bahas produk bioaqua dok,0
subhanallah,1
anak beberapa hari yang lalu minum sanmol demam alhamdulillah sembuh semoga anak dan seluruh anak dunia selalu sehat tidak perlu minum obat amin,1
dokter abal hati netizen jangan obat sama dokter macam nih bukan sehat bahkan sirup nya tambah sakit,-1
padahal dari kecil lalu minum obat sirup lebih iya mau heran takut bingung dok,-1
turut enggak cuma obat sirup masuk makan soda borak cik cik warna makan minum minum kandung man buat masuk picu,0
obat batuk anak gagal ginjal bodoh publik,-1
awas entar sidang sama idi dok wkwkwkwkwkk,-1
betul masa tetanga marah karena bahas obat terus aku enggak laden coba,-1
tersangka oknum medis,0
terimakasih informasi cerah pak dokter semua cara pandang inti harga niat baik perintah soal tahu lebih baik konsultasi ahli bidang,1
orang indonesia kan malas kerja tapi cuan alir wkwkwkw,1
kadang beli obt yang pom nya bukti yang ada pom nya juga tidak jadi jamin bukti kasus sekarang sungguh resah bagi orang ibu kadang anak di kasih obat tablet di gerus suka nang apalagi yang sirup juga di kasih dulu erti anak,1
bagaimana tanggung jawab distributor obat kait,0
rip yess,0
dari richardt cocok banget jadi host,1
aku pale unibebi cough,0
selamat dokter terimakasih bagi ilnfo semoga lindungam allah swt amin,1
sudah enggak minum obat tahun sakit apa obat makan terus tidur biar imun yang nyembuhin,1
oknum bpom menerima jumlah suap biar buah produk lolos uji,0
enggak man buat yang di sirup sebagai salah satu diabetes gula,0
kalo kata akibat efek banyak nya laku vaksin mungkin coba saja coba untuk teliti soal efek samping guna vaksin baik jangka pendek maupun jangka panjang,1
minum atau susu bubuk anak harus periksa,0
semoga dokter yang sifat htix seperti dokter jadi banyak yang jujur biar masyrkt kecil enggak bodohin sama orang pintar,-1
sedikit tahu yang nama obat kimia gagal ginjal yang jangka pendek jangka panjang waktu,0
aneh memang enggak jls indonesia bisa nya ikut an saja tadi nya aman di bikin heboh,-1
dok apa ibu dibooster pakai mrna baca literatur spike prorein vaksin kan di air susu ibu kok pikir akibat vaksin,-1
usaha farmasi gugat menkes jika kemudi hari obat an di produksi tidak bukti bukan rugi materi tapi nama besar usaha farmasi sebut,0
tinggal rumah sakit semua di cari tahu itu dok,0
rasa aneh dengan jadi karena obat obat tersebut edar lama lama baik enggak jadi yang aneh aneh baru sekarang jadi seperti,0
gini dong dok enggak perlu podcast urus masalah enggak penting kayak sidenis fokus karena bantu banget,1
kalau minimarket warung enggak salah sepenuh sih lebih karyawannya kan bukan latar belakang apoteker stok dari pusat,1
kasih obat mati enggak kasih obat mati lebih baik kasih obat samapi mati,1
indonesia perintah mah suka latah,-1
benar dok sekarang aku bingung mau beli obat demam anak apotk enggak karena sudah tarik yang puyer dan tablet semua obt bntuk sirup buat anak enggak bahkan obt btuk sirup dewasa juga di tarik,1
sering banget pakai unibabie cough dok karena memang murah anak ku cocok bulan itu sudah deh demam itu datang kamu pakai uniebabycough,-1
eroni negeri konoha,0
aku yakin masalah gagal ginjal enggak Cuma obat pola hidup pola makan sih anak jadi perhatiann terus dasar paham masih awam banget kalo gagal ginjal arti masalah organ liver juga kan kan urus nyaring racun atau zat bahaya benda asing masuk tubuh,0
alfamart sudah klarifikasi belum,0
yang pngalihan isu kasus sambo,0
pribadi kurang percaya anak aku sakit tetap saja aku kasih untung aku beli berita yang sebut dari lee beberapa merek tetap aku kasih anak sakit masa enggak kasih obat berita nya tidak sebut sudah cek enggak di konsumsi harusnya bpom sudah cek arti bpom kerja apa aneh turut yang gagal ginjal mungkin saja dari makan di cek dulu lah lain semoga yang sakit sembuh enggak perlu panik banget,-1
terimakasih dokter atas edukasi bikin emak jadi lebih tenang sehat selalu dokter,1
kalau turut ini sih main dok mau pasu obat jenis baru luar indonesia,0
indonesia lucu sih,1
apa kabar jadi anak yang kejang minum obat depakene lama tahun,0
bagaimana sih bikin ousing kalau sudah makan obat apa neriksa ginjal dokter,-1
benar dok negara mau raup untung bidang sehat masa pandemi covid dok dokter maklumin saja soal sebentar lagi akhir tahun buat libur perlu tambah,-1
yang butuh masyarakat dokter yang edukasi masyarakat tetap sehat tidak gegabah,1
aku yang takut dok anak sudah sakit panas kejang,-1
mantap dokter jasa jadi enggak was kalau anak sakit sedikit tenang,1
punggung ku tiba tiba sakit kok jadi pasrah,-1
loh jadi jabat obat obat gagal jaga mutu lama mengapai,-1
akhir masyarakat hilang percaya bpom dinkes instansi yang kait bayang saja sudah puluh puluh tahun konsumsi tiba larang belum temu pestisida mie sedap yang kemukakn hongkong negara kenapa bpom enggak pernah tindak,-1
terima kasih dok jelas nya sangat manfaat sekali,1
skm bisa bobol dok,0
dok dokter seperti nya bicara terlalu cepat sama af,-1
kalau borexin tablet enggak dok,0
jadi isu alih kasus si,0
baru anak masa yang kena gagal ginjal akut anak dulu minum obat tapi kok enggak kena gagal ginjal akut macam sekarang,-1
warung soto saja ubah rasa tahun tahun ada ubah bahan baku pabrik obat begitu makanya bpom periksa sample rutin bukan pas awal mengajukan ijin itu lossss,-1
yang ngeracunin dari china chorona yang ngunjukin obat a turun china maksud tuju kalian bagaimana memang hidup negara a enggak enak iya turun gunung naik gunung malu bilang orang kalau mau harga sama manusia karya yang manfaat buat hidup manusia bukan bunuh sama makhluk hidup benar lihat intelek pikir jadi enggak melek,-1
di up,0
fungsi awas badan obat kait mengapai saja kok dapat ijin edar kalau kandung bahan bahaya pakai orang orang yang kompeten bidang jangan paka yang asal asal pilih orang terus fungsi badan awas tersebut apa nyata colong edar obat yang bahaya apa buat anak anak habisin anggar negara,-1
kemarin bilang sirup india saja yang masalah nyatany opo,-1
terima kasih dok semoga semua selalu sehat tuhan,1
kemarin vakcin anak serempak negara mana saja dok apa semua negara anak nya vakcin,0
terimakasih banyak informasi dok sangat edukasi sangat jelas,1
dok bentuk tim ngungkit balik semua sampai rem banget,1
muda an bukan ali isu sejak kasus sambo muncul kasus besar bjorka kanjuruhan sekarang obat kok makin aneh negara,-1
benar apa dong bpom aku rasa kalaupun benar ada obat brbahaya yang salah bukan prusahaan produksi sih tapi bpomnya karena atas prstujuan mereka makan mninuman dan obat itu turun ke masyarakat,0
dokter protest kanakkanak tewas,0
klaw memang obat sirup yang ada indonesia gagal ginjal dari dulu dong kok baru heboh sekarg heran aku sama netizen anak aku kemarin demam batuk pilek aku kasih saja obat sirup alhamdulillah sembuh,-1
memang sulit kalau beri obat anak bentuk puyer pahit jadi muntahin dan ribet banget ulang dengan obat syrup sangat bantu semoga masalah segera dapat slesaikan cara jelas apa amin,1
dok kalau vitamin syrup bahaya enggak,0
lag sebentar derama mulai selesai covid yang enggak jelas hilangx gtuj dhh,-1
mungkin makan yang konsumsi hari jadi lho karena sekarang banyak makan anak pakai man buat positif thingking saja sih enggak semua obat aku punya anak bayi jadi was yang penting yang konsumsi saja jaga,1
efek uang hasil covid sudah habis,1
terimakasih informasi dari richard sangat bantu sekali terang,1
sekarang pemerintah iya nakut ini saja di cari faktor pnyebab iya mungkin karena faktor pola hidup juga faktor bersih juga dari faktor kandung air bersih sana yang dapat picu terjadi iya sakit,-1
izin dari lee kalau obat intruksi kan bpom tuju sekali kalau kemenkes maaf izin aku masih kurang himbauan kemenkes pekarang apotek jual beli swalayan market tidak di bunyi,0
aku dari awal dengar jadi bahkan pikir jajan gummy ala korea yang viral tetiba saja mikir kesitu jaman sekarang jajan sudah macam bentuk,-1
semoga dari richard jadi the lanjut menkes,0
kalo mnurutku bagai orang awam mah enggak kandung etilen glikol kalo obat terus terus sesuai dosis bisa rusak ginjal dan kawan-kawan musim pancaroba mungkin anak demam orang tua panik dan enggak sedikit mengasih obat tidak sesuai anjur dari panik demam tinggi selain obat di tinjau apa yang konsumsi kayak mkanan dan minumanya,-1
bukan semua obat kosmetik makan harus lulus tes bpom terus tanggung jawab nya bagaimana,-1
mana lama tunggu korban dulu,-1
banyak dadak ramai semenjak kasus sambo,1
pakai rempah dok biasa kalau demam pakai air godok jahe daun sere kalau batuk minum air peras kencur indonesia kayak rempah jadi gampang cari sini,-1
what amoxilin dry syrup barusan minggu yang lalu beli untuk kucing sakit tapi kucing bahkan sehat banget sehat total bahkan aktif banget,0
gagal ginjal bukan dari obat saja dari makan minum bisa lihat saja sekarang anak minum kakak perempuan sisri jenis jarang minum air putih juga gagal ginjal tetangga yang sudah dewasa sakit gagal ginjal iya sering minum kakak perempuan sisri tiap hari,-1
jadi mau import mana mana mana mau,0
bahrain henti khusus anak bawah umur tahun terimakasih dokter cerah,-1
bahas sambo saja,1
kalau obh anak bagaimana,0
yang paling benar menonton informasi dokter richard l,0
anak lagi pilek takut beli obat dokter karena kasus yang bikin heboh indonesia tertawa hufagripp juga,1
dari dulu anak pakai obat sirup sekarang anak sehat jadi arsitek,0
alhamdulillah anak sehat sehat kasih obat apotik aku beli bukan sembarang obat obat yang aku beli masuk list obat keras kenapa perintah tutup nutupi kasus gagal ginjal ada kasus mati anak afrika dulu perintah pernah becus,-1
yang di perhati dan tanya bagaimana kerja bpom lama jika obat obat edar setelah lisensi bpom,0
terimakasih ilmu dok semoga jadi pahala,1
dok kata corona tipe xbb masuk indonesia benar dok,0
awal panik banget menonton nya makin lama makin mengakak karena ikut ketawa sama dari richard hahahah,0
jadi obat yang aman apa,0
anjir aku barusan beli komix flu batuk,0
tuju media populer youtube tv semua judul misleading bahkan bikin panik cek halaman bpom nyata list obat tersebut dulu kerja lab qc industri farmasi enggak mungkin hari selesai nguji atus merk obat ngumpulin samplenya menentukan batch mana dijadiian sample berapa kali replikasi prepare sample nya antri alat gila banget sekarang sebar informasi sudah enggak mau peduli sekarang bpom industri farmasi dibully habis habis padahal mau rilis batch saja qc qa nya industri farmasi enggak main dokumen tebal harus dilengkapin kira kayak jual goreng apa habis bikin ada yang beli tinggal dikresekin begitu gregetan kadang rilis satu batch sampai kejar kalau kelar enggak bakal release jual,-1
bilang sama bpom kalo mau cari uang yang benar,0
kayak daftar obat yang konsumsi semua pasien gagal ginjal teliti langsung kata gagal ginjal kalau jadi milik merk sebut nyata tidak bukti gugat bpom nya,0
kemenkes nya panik enggak jelas panik,-1
gagal ginjal banyak makan jajan yang enggak jelas terus minum es cekek yang warna warni sih,-1
kok negara yang kena masalah kok indonesia yang acak dari dulu aman saja lebih baik ganti perintah nya cepat jadi jabat nya ganti ini cuma takut rakyat,-1
anak ganti tablet hancur jadi puyer campur madu bagai larut desak jadi cari cara tidak komplain anak yang tahun aman tidak muntah pahit dosis pakai puyer sama di timbang sesuai yang botol obat anak timbang gram betul punya untuk nimbang kopi kalau punya mohon tambah bagaimana solusi,0
turut logika segala jenis obat entah sirup kapsul tablet dampak ginjal sudah minum obat banyak minum air putih buat anak anak pola makan minum juga jajan perhati jangan sembarang,1
dulu aku enggak suka obat tan yang ber air,0
curiga dari vaksin kemarin dok,1
anak kemarin demam umur tahun kasih obat turun panas merek pentra puji tuhan apa walaupun panas nya enggak sembuh akhir bawa dokter kasih anti biotik siruf puji tuhan anak sehat detik semonga tuhan berkat anak yang dunia yang sakit di sembuh tuhan yang sehat makin sehat amin,1
kalau vaksin covid arti gagal dari temu vaksin pasti temu salah,1
sekarang keponakan batuk sudah hari batuk dok rekomendasi apa dok informasi dok terima kasih dok,-1
aneh obat bahaya kok lolos bpom dulu bpom lama makan gaji buta arti,-1
yang sebutin dokter nomor sudah beberapa yang minum anak semoga sehat semua,1
akhir dari richard ke konsep awal edukasi yang benar,0
perintah itu gini mikirnya jangan langsung bikin dada atur jelas jelas,-1
minggu lalu anak sakit demam batuk aku kasih obat allhamdullilah sembuh sehat dan nyata list obat tarik aduh jadi was gini biasa aku selalu stok obat rumah misal paracetamol obat batuk buat pertama kalau urgent sudah kayak gini bagaimana jadi takut kalo mau kasih obat tapi memang kayak minum kemas yang banyak kandung gula buat bahan awet yang hrganya cuma ribu rban juga bahaya kalo konsumi terus kenapa enggak produk yang begitu juga di cek sekali,-1
bpom mengapai saja,0
nama kimia pak ke herbal dok,0
bpom kerja dong jangan mau uang saja lepas tanggung jawab,-1
bingung deh pak dari kami yang enggak paham ttng obat harus bagaimana dan kemana kamu membwa anak,-1
dok tlong rivweu produk kosmetik impolora dong trumta lipstik nya,0
kalo sih enggak heboh dalam tanggap kasus yang lagi booming tapi bagai warga komplek prihati juga dengan panik ibu terima kasih dok edukasi semoga ibu emak komplek aku menonton,1
obat yang bahaya dok obat nyamuk nyamuk obatin enggak kena gagal ginjal dok,0
kok bisa obt bahkan yang sudah bas tahun edar kok baru sekrg ungkap dan publish,0
enggak sakit dok semoga semua sehat selalu amin,1
asa pasca kasus brigadir saja media media sosial media indonesia saja deh heboh mon maaf saja aku sampai sempat lupa loh sama kasus sekarang bahkan tambah ingat,1
yang penting tidka lebih kata dokter tapi kan banyak anak kadang bulak balik sakit aku sih sama dokter nih karena dia bukan dokter spesialis atau bukan farmasi beliau cuma dokter cantik iya baik sesuai bidang lah,1
kalau aku pribadi mungkin yang gagal ginjal bukan obat beri yang tidak sesuai dosis terkadang juga orang tua yang ah kasih banyak obat biar cepat sembuh,1
mungkin nya bukan obat soal kan banyak banget jajan anak di pasar yang aneh cik permen minum bahkan aku suka cek bpom nya banyak yang tidak daftar,-1
mimpi apa semalem he,0
ikuttin atur pakai obat beli obat resep dokter,0
sebenarnya gagal ginjal obat kalau mengasih obat sesuai dosis konsultasi masih diobtin obat tradisional better tidak perlu minum obat medis memang urgensi konsultasi bujuk mungkin air putih jika dehidrasi lari bukan ke ginjal organ tubuh,1
alih isu karena kasus besar enggak tuntas tuntas,0
heboh viral pgalihan isu kali atau konspirasi trselung yang benang merah a,0
dok aceh sudah korban,0
dokter boyke,0
dok orang dewasa kan minum obat sirup kalau sakit tapi hanya anak kecil yang kena kasus aneh,-1
sehat selalu dok,0
fix alih isu konspirasi bukti kemenkes tidak becus libat konspirasi,-1
anak aku baru selesai minum obat betamethasone dexchlorpheniramine obat habis alhamdulillah alergi anak aku sembuh aktivitas biasa,1
gagal ginjal jadi tiba sakit dok memang ada proses,1
dear dokter farmasis kapasitas utuk sikap masalah obat pandanganna berbedaa tapi jangan kayak orang awam dok dokter orang medis punya rang medis jadi jangan keruh suasana bidang farmasi seluruh masyaakan teah doktrin informasi ada kecil sangat ecil mau tugas di elayanana apa edukasi beri edukasi apa jadi edukasi penggnaan obat sedang kalian dokter hanya tulis resep pasien mium enggak sebuh kedkter pasien mnum kerja ginja makin ekstra apa kalia menganalisa karena salah kalia sedang diapangan hanya beri edukasi bagaimana cara mngedukasi dkter tahu sendiri terimakasih,-1
jujur pribadi dari kecil tidak pernah minum obat sirup bahkan waktu kecil kalau sakit batuk suka cekokin jamu sama orang tua sampai sekarang aku suka minum jamu,1
beberapa obat penting di daftar kasih yang memang butuh obat tersebut tapi langka,0
terima kasih dok alhdlh aman,1
uni bebi cocok banget padahal murah juga,-1
sukralos man alami beda lagih satu lagih ciklamat,0
antara obat yang sebut dokter yang minum anak aku selaku orang tua jadi takut,-1
inti segala yang konsumsi cara lebih enggak baik itu sudah di tulis tiap kemas obat di kertas kalau konsumsi berkepanjngan rusa ginjal fungsi hati kalau misal benar dari obat sirup dulu konsumsi enggak kena gagal ginjal akut lalu yang pola hidup apakah sehat konsumsi air putih kurang dari yang di anjur kemudian makan serba instan junkfood makan kemas jajan snack itu pengaruh case ponakan saja enggak mah makan pedas kena usus buntu nyata sebab konsumsi makan mie instan sosis kaleng snack karena di rumah sering stok makan tersebut jadi di analisa yang paling salah adalah di indonesia beli obat bebas resep dokter di negara kayak sgp saja enggak beli obat sembarang resep dokter waktu main sgp kena infeksi salur kencing sampai di watson mau beli antibiotik cara bebas dokter maupun tugas di sana saran untuk dokter enggak bisa beli sama sekali obat tersebut akhir aku cek dokter dokter sendiri jelas enggak beli atau konsumsi obat sembarang itu rusak ginjal kamu baik kalau sakit check up dokter jangan beli obat cara bebas,1
cek cara seluruh mulai vaksin covid booster nya,0
biasa penting balik batu covid wes enggak hasil soale,1
karena vaksin covid,0
mencari uang teh setelah covid enggak laku mengeluh,-1
dok kolaborasi dong dok sama babeh aldo,0
saran obat batuk herbal yang kasih tahu buat balita bunga belimbing wulu rebus lalu diam kan hingga dingin ikan anak kasih minyak tawon salep kirim yang hangat kan tenggorok leher anak,0
resiko obat barat banyak efek samping herbal leluhur indonesia sangat banyak tidak perlu obat bahan kimia yang banyak efek samoing,1
sekarang sudah buat heran,-1
bagai ibu rumah tangga aku selalu beri anak ku beberapa obat yang sebut atas,-1
dok ambil specialis dong biar menambah manfaat kita,-1
sangat prematur memang kalau memang bahaya sih deh dulu banyak korban ada rempeyek balik udang,-1
apa vitamin syrup buat anak perlu waspada,0
sensitif banget kalau masalah anak anak anak masih bulan suka panas turun mana kemarin minum obat sirup sama antibiotik yang bikin sama tukang bpom periksa itu otak eror enggak bikin kesel saja enggak perlu main sama nyawa masih anak anak,-1
siapa cinta allah swt nabi muhammad saw like dong,0
apa iya allah lindung anak anak,0
usaha farmasi buat obat sirup tidak laboratorium buat periksa kandung obat bahan baku kandung obat asal buat olah tanpa quality control bpom apakah lab nya enggak pernah ecek obat masing produsen farmasi tunggu kasus heboh dulu baru awasin,0
sedih banget masyarakat indonesia kasih obat yang isi nya zat kimia,-1
fikir cara logika memang semua obat di pakai dalam jangka panjang punya efek samping utama ginjal dokter kalau beri resep jarang lewat dalam hari mungkin politik saja kali mana tahu stabil hutang negara wkwkwkkkkkkkk,-1
doc ane ken punya cewek,0
dok riview nowa beauty dong nowa dok bukan nova,0
baru bulan kemarin beri anak obat uni baby cough jadi takut,0
obat yang akibat banyak korban anak seperti edar apakah belum diujicobakan dulu utama bahan jadi bahan obat padahal sangat jarang bawa korban anak banyak ini tuntas lidi benar tuntas,1
awal berita hebohhhh aku sih enggak heboh biasa saja indonesia apa sih heboh karena aku percaya itu berita yang engak mungkin dari makanya aku menonton youtube terima kasih dok atas informasi,1
